"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_length_mm","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size","Adult_svl_cm","Longevity_d","Generation_length_d"
"894","Rana graeca","Carnivore","Other","6","TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Ranidae","Rana",80,NA,1095.75,NA,1025,NA,NA,NA
"895","Rana iberica","Carnivore","Other","3","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Ranidae","Rana",72.5,10.6,730.5,2922,384.25,NA,NA,NA
"896","Rana italica",NA,"Other","5","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Ranidae","Rana",60,NA,NA,NA,2000,NA,NA,NA
"897","Rana latastei",NA,"Other","10","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Ranidae","Rana",75,18.7,365.25,1461,437.5,NA,NA,NA
"898","Rana macrocnemis",NA,NA,"22","TRUE","1","0","1","1","1","1","0","0","0","0","1","1","0","Amphibia","Anura","Ranidae","Rana",79,11.3,730.5,3835.125,2040,NA,NA,NA
"899","Rana pyrenaica","Carnivore","Other","2","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Ranidae","Rana",50,NA,NA,NA,150,NA,NA,NA
"900","Rana tavasensis",NA,NA,"3","FALSE","1","0","0","1","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Ranidae","Rana",NA,NA,NA,NA,NA,NA,NA,NA
"901","Rana temporaria","Carnivore","Other","31","TRUE","1","0","1","1","1","0","0","0","0","0","1","1","0","Amphibia","Anura","Ranidae","Rana",92.5,47.6,730.5,9861.75,2358.75,NA,NA,NA
"902","Rangifer tarandus","Herbivore","Other","2","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Cervidae","Rangifer",NA,101250,723.146685,7555.5,1.55,221.2175,7378.05,1825
"903","Recurvirostra avosetta","Carnivore","Other","13","FALSE","0","0","0","1","1","0","0","0","0","1","0","0","0","Aves","Charadriiformes","Recurvirostridae","Recurvirostra",NA,307.5,730,10166.12,3.695,NA,10153.95,3188.176
"904","Regulus ignicapilla","Carnivore","Other","6","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Regulidae","Regulus",NA,5.8625,NA,NA,8.5,NA,NA,1000.089
"905","Regulus regulus","Carnivore","Other","12","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Regulidae","Regulus",NA,5.55,364.617,2556.75,8.5,NA,2556.75,994.7677
"906","Remiz pendulinus","Carnivore","Other","54","TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Remizidae","Remiz",NA,9.2,365,2556.75,3.35,NA,2501.963,1339.554
"907","Rhinolophus blasii","Carnivore","Nocturnal","7","FALSE","1","1","1","0","0","0","1","1","0","0","0","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",NA,10.29,730.5,2556.75,1,5.1,2374.125,3285
"908","Rhinolophus euryale","Carnivore","Nocturnal","8","TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",NA,8.725,822.1025,4748.25,1,5.8,2556.75,3285
"909","Rhinolophus ferrumequinum","Carnivore","Nocturnal","7","TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",NA,22.59,791.05625,11041.25,0.985,6.9,10957.5,3285
"910","Rhinolophus hipposideros","Carnivore","Nocturnal","9","TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",NA,4.585,459.7875,7701.5,1,3.9995,7670.25,2589.7627
"911","Rhinolophus mehelyi","Carnivore","Nocturnal","4","FALSE","0","0","1","0","0","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",NA,13.18,NA,NA,2,6.4,NA,3285
"912","Rhodopechys sanguineus","Herbivore","Other","8","FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Rhodopechys",NA,38.15,NA,NA,4.5,NA,NA,1553.457
"913","Rhodospiza obsoleta","Herbivore","Other","2","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Rhodospiza",NA,25.3,NA,NA,5,NA,NA,1553.457
"914","Rhombomys opimus","Herbivore","Other","9","TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Rhombomys",NA,214,107.0165,1551.25,4.795,20,1461,562.5317
"915","Rhynchocalamus melanocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Rhynchocalamus",NA,25.7019789138443,NA,NA,NA,NA,NA,NA
"916","Riparia riparia","Carnivore","Other","32","TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Hirundinidae","Riparia",NA,13.4,365,3652.5,4.49,NA,2922,1146.806
"917","Rissa tridactyla",NA,"Other","22","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Rissa",NA,407.75,1551.562,10409.62,2,NA,8431.187,4707.4
"918","Rousettus aegyptiacus","Herbivore","Nocturnal","16","TRUE","1","1","1","1","0","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Pteropodidae","Rousettus",NA,133.12,340.34,8364.225,1.0525,17.2185,8364.225,1825
"919","Rupicapra pyrenaica","Herbivore","Other","4","FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Rupicapra",NA,30000,671.5,7373.925,1,130,6428.4,2437.9015
"920","Rupicapra rupicapra","Herbivore","Other","5","FALSE","1","0","1","1","0","1","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Bovidae","Rupicapra",NA,33266.35,657.07,8035.5,1,130,6428.4,3650
"921","Saiga tatarica","Herbivore","Other","2","FALSE","0","0","0","1","0","0","0","1","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Saiga",NA,37734.01,319.10985,4383,1.5375,128,4383,1700.19755
"922","Salamandra atra",NA,"Nocturnal","3","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Salamandra",132.5,8.2,1095.75,6209.25,30.5,NA,NA,NA
"923","Salamandra corsica","Carnivore","Nocturnal","7","FALSE","1","0","1","0","1","0","0","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Salamandra",300,NA,1826.25,NA,NA,NA,NA,NA
"924","Salamandra infraimmaculata",NA,"Nocturnal","3","FALSE","0","0","1","0","1","0","0","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Salamandra",324,125,1095.75,8400.75,NA,NA,NA,NA
"925","Salamandra lanzai","Carnivore","Other","3","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Salamandra",180,19.3,1461,8400.75,3.5,NA,NA,NA
"926","Salamandra salamandra","Carnivore","Other","11","FALSE","1","0","0","0","1","0","0","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Salamandra",235,35.8,1095.75,8766,31,NA,NA,NA
"927","Salamandrella keyserlingii",NA,NA,"28","TRUE","1","0","1","1","1","0","0","0","0","0","1","1","0","Amphibia","Caudata","Hynobiidae","Salamandrella",130,6.9,730.5,3652.5,70,NA,NA,NA
"928","Salamandrina perspicillata","Carnivore","Other","5","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Salamandrina",85,NA,1461,4383,45,NA,NA,NA
"929","Salamandrina terdigitata",NA,"Other","5","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Salamandrina",115,NA,NA,NA,30.5,NA,NA,NA
"930","Saxicola dacotiae","Carnivore","Other","5","TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Saxicola",NA,12.2,NA,NA,4,NA,NA,1203.127
"931","Saxicola rubetra","Carnivore","Other","13","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Saxicola",NA,17.8625,365,2526.313,5.5,NA,2212.806,1203.127
"932","Saxicola torquatus","Carnivore","Other","33","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Saxicola",NA,14.09,365,3226.375,5.16,NA,3220.288,1203.127
"933","Sciurus anomalus","Omnivore","Other","2","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Sciurus",NA,295.65,NA,2097.14375012175,4,31.5,2097.14375012175,2122.200833
"934","Sciurus vulgaris","Herbivore","Other","3","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Sciuridae","Sciurus",NA,330.9375,331.575,4891,4.465,21.317,4383,1612.7525
"935","Scolopax rusticola","Carnivore","Other","7","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Charadriiformes","Scolopacidae","Scolopax",NA,308.905,410.0505,7578.938,4,NA,5661.375,2298.336
"936","Serinus canaria","Herbivore","Other","6","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Serinus",NA,21,NA,8766,3.81,NA,8766,1382.469
"937","Serinus pusillus","Herbivore","Other","3","FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Serinus",NA,11.54,363.468,NA,4.25,NA,NA,1382.469
"938","Serinus serinus","Herbivore","Other","14","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Serinus",NA,11.65,NA,4870,3.6,NA,3165.5,1395.966
"939","Sicista armenica","Omnivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,34.180496195,NA,NA,NA,9,NA,731.7872
"940","Sicista betulina","Omnivore","Nocturnal","5","FALSE","1","0","0","1","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,8.46,371.51799,1461,5.1825,9,1278.375,731.7872
"941","Sicista caucasica","Omnivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,10,NA,NA,NA,9,NA,731.7872
"942","Sicista kazbegica","Omnivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,34.130496195,NA,NA,NA,9,NA,731.7872
"943","Sicista kluchorica","Omnivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,34.515496195,NA,NA,NA,9,NA,731.7872
"944","Sicista severtzovi","Omnivore","Nocturnal","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,11.77,NA,1427.51874987825,NA,9,1427.51874987825,731.7872
"945","Sicista strandi","Omnivore","Nocturnal","3","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,9.61,365.46598,1461,5.075,9,1278.375,731.7872
"946","Sicista subtilis","Omnivore","Nocturnal","3","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Dipodidae","Sicista",NA,11.75,NA,1427.51874987825,NA,9,1427.51874987825,731.7872
"947","Sitta europaea","Carnivore","Other","4","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Sittidae","Sitta",NA,20.37,364.617,4717.934,7.4,NA,4699.55,1469.156
"948","Sitta krueperi","Omnivore","Other","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Sittidae","Sitta",NA,12.45,NA,NA,5.7,NA,NA,1444.659
"949","Sitta neumayer","Omnivore","Other","2","FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Sittidae","Sitta",NA,26.95,NA,2191.5,7.65,NA,2191.5,1444.659
"950","Sitta tephronota","Carnivore","Other","4","FALSE","0","0","1","0","1","1","0","0","0","0","0","0","0","Aves","Passeriformes","Sittidae","Sitta",NA,38.5625,NA,NA,6.5,NA,NA,1444.659
"951","Sitta whiteheadi","Omnivore","Other","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Sittidae","Sitta",NA,11.8,NA,NA,5.75,NA,NA,1444.659
"952","Somateria mollissima","Carnivore","Other","18","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Anseriformes","Anatidae","Somateria",NA,2066.5,730,13806.45,4.15,60.5,8400.75,3286.173
"953","Somateria spectabilis","Carnivore","Other","13","FALSE","0","0","0","0","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Somateria",NA,1617.5,774.6675,6909.313,4.7,53,6903.225,3286.173
"954","Sorex alpinus","Carnivore","Nocturnal","4","TRUE","1","0","0","1","0","1","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,7.9,NA,474.825,5.95,7.225,474.825,422.8845979
"955","Sorex antinorii","Carnivore","Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Soricomorpha","Soricidae","Sorex",NA,7.325418324,330.48478,1168.8,6.56,7.506,730.5,422.8845979
"956","Sorex araneus","Omnivore","Nocturnal","7","FALSE","1","0","1","0","1","0","0","0","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,8.6875,321.69239,949,6.56,7.506,730.5,524.7815
"957","Sorex caecutiens","Carnivore","Nocturnal","8","FALSE","1","0","1","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,5.85,NA,912.5,7.03,6.656,730.5,422.8845979
"958","Sorex coronatus","Carnivore","Nocturnal","3","FALSE","1","0","1","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,9.32,302.818695,410.94,5.485,7.4025,608.75000012175,347.068
"959","Sorex granarius","Carnivore","Nocturnal","4","TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,6.3,NA,1095.75,5.645,6.612,730.5,422.8845979
"960","Sorex isodon","Carnivore","Nocturnal","3","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,10.79,NA,NA,7.09,7.487,NA,332.82975
"961","Sorex minutissimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Soricomorpha","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA
"962","Sorex minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Soricomorpha","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA
"963","Sorex raddei","Carnivore","Nocturnal","2","FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,10,NA,NA,2.69,7.3,NA,332.82975
"964","Sorex samniticus","Carnivore","Nocturnal","2","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,8.24,330.48478,1168.8,6.56,7.506,730.5,422.8845979
"965","Sorex satunini","Carnivore","Nocturnal","2","FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,8.157340556,330.48478,1168.8,6.295,7.403,730.5,422.8845979
"966","Sorex tundrensis","Omnivore","Nocturnal","6","FALSE","1","0","0","1","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,7.73,348.066,547.875,7.695,7.506,547.875,422.8845979
"967","Sorex volnuchini","Carnivore","Nocturnal","2","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Sorex",NA,4.61,327.65256,730.5,5.905,6.0555,730.5,332.82975
"968","Spalax arenarius","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,470,NA,730.5,2.76,35,730.5,1032.923574
"969","Spalax ehrenbergi","Herbivore","Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Spalacidae","Spalax",NA,163.2625,NA,5562.10000060875,3.24,27,5478.75,1032.923574
"970","Spalax giganteus","Herbivore","Nocturnal","2","FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,256.6025,NA,NA,NA,35,NA,1032.923574
"971","Spalax graecus","Herbivore","Nocturnal","4","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,316.04,NA,730.5,2.76,35,730.5,717.7762436
"972","Spalax leucodon","Herbivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Spalacidae","Spalax",NA,185.985,NA,1643.625,3.305,27,1643.625,1032.923574
"973","Spalax microphthalmus","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,470,NA,730.5,2.835,35,730.5,1032.923574
"974","Spalax nehringi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Spalacidae","Spalax",NA,NA,NA,NA,NA,NA,NA,NA
"975","Spalax uralensis","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,226.3375,NA,NA,NA,35,NA,1032.923574
"976","Spalax zemni","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Spalacidae","Spalax",NA,316.28,NA,730.5,2.76,35,730.5,1032.923574
"977","Spalerosophis diadema","Carnivore","Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Spalerosophis",NA,383.140242836871,912.74,6209.25,8.75,86,4967.4,NA
"978","Speleomantes ambrosii","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",120,2.26,1461,NA,10,NA,NA,NA
"979","Speleomantes flavus","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",150,NA,NA,NA,10,NA,NA,NA
"980","Speleomantes genei","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Caudata","Plethodontidae","Speleomantes",115,3.92,NA,NA,10,NA,NA,NA
"981","Speleomantes imperialis","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",120,3.92,NA,NA,10,NA,NA,NA
"982","Speleomantes italicus","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",120,2.88,1278.375,3871.65,10,NA,NA,NA
"983","Speleomantes sarrabusensis","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",NA,NA,NA,NA,10,NA,NA,NA
"984","Speleomantes strinatii","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",89.29375,NA,1095.75,NA,NA,NA,NA,NA
"985","Speleomantes supramontis","Carnivore","Other","4","FALSE","1","0","0","0","0","1","1","0","0","0","0","0","0","Amphibia","Caudata","Plethodontidae","Speleomantes",125,5.08,913.125,NA,10,NA,NA,NA
"986","Spermophilus citellus","Omnivore","Other","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,290,303.945,2446.3375,6.24,30.225,2438.04375,953.1642
"987","Spermophilus fulvus","Herbivore","Other","2","FALSE","0","0","0","1","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,687.19,NA,NA,5.995,40.6,NA,1053.682907
"988","Spermophilus major","Herbivore","Other","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,257.75221285,NA,395.68749987825,NA,40.6,395.68749987825,1053.682907
"989","Spermophilus musicus","Omnivore","Other","2","FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,246.4344257,NA,2593.275,7.39,40.6,2587.18749987825,1053.682907
"990","Spermophilus pygmaeus","Herbivore","Other","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,154.73,NA,2592.3875,7.235,40.6,2587.18749987825,1053.682907
"991","Spermophilus suslicus","Omnivore","Other","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,252,365.232,849.20625,5.745,40.6,849.20625,1053.682907
"992","Spermophilus taurensis","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Sciuridae","Spermophilus",NA,323.2732574,NA,NA,NA,NA,NA,1053.682907
"993","Spermophilus xanthoprymnus","Herbivore","Other","2","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Spermophilus",NA,289.667,314.10097,2447.175,5.495,30.225,2428.9125,1053.682907
"994","Spilopelia senegalensis","Herbivore","Other","14","TRUE","0","1","0","1","0","0","0","0","0","0","1","0","0","Aves","Columbiformes","Columbidae","Spilopelia",NA,91.25,363.468,2100.188,2,NA,2100.188,1453.695
"995","Spinus spinus",NA,"Other","10","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Spinus",NA,13.25,364.617,4930.875,4,NA,4930.875,1492.535
"996","Stellagama stellio","Omnivore","Other","8","TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Stellagama",NA,187.4,730.56,2995.05,8.9,10.557,1844.5125,NA
"997","Stenodactylus grandiceps","Carnivore","Nocturnal","3","FALSE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Stenodactylus",NA,3.7,NA,255.675,1.99986186963274,5.355,255.675,NA
"998","Stercorarius longicaudus","Carnivore","Other","10","FALSE","0","0","0","1","0","0","0","0","1","0","0","0","0","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,288.5,1278.375,8035.5,2,NA,4017.75,4574.321
"999","Stercorarius parasiticus",NA,"Other","11","FALSE","0","0","0","1","0","0","0","0","1","0","0","0","0","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,445.5,1200,11359.27,2,NA,8979.062,4939.571
"1000","Stercorarius pomarinus","Carnivore","Other","11","FALSE","0","0","0","1","1","0","0","0","1","0","0","0","0","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,693.235,NA,NA,1.98,NA,NA,4939.571
"1001","Stercorarius skua","Carnivore","Other","34","FALSE","0","0","0","1","0","0","0","0","1","0","0","0","0","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,1340,2005.968,12601.125,2,NA,12002.115,6385.483125
"1002","Sterna dougallii","Carnivore","Other","35","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Sterna",NA,110.375,1002.984,9386.925,1.66,NA,8705.125,3739.145
"1003","Sterna hirundo","Carnivore","Other","23","FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Sterna",NA,124,1002.984,12053.25,2.5,NA,12053.25,4199.766
"1004","Sterna paradisaea","Carnivore","Other","21","FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Sterna",NA,104,1095,12418.5,2,NA,12418.5,4890.698
"1005","Sternula albifrons","Carnivore","Other","27","TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Sternula",NA,57,729.234,8735.684,2.2,NA,8729.475,3967.336
"1006","Streptopelia decaocto",NA,"Other","36","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Columbiformes","Columbidae","Streptopelia",NA,149,364.617,6537.975,2,NA,6452.75,1926.815
"1007","Streptopelia turtur","Herbivore","Other","14","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Columbiformes","Columbidae","Streptopelia",NA,132,364.617,4821.3,2,NA,4810.342,1926.815
"1008","Strix aluco","Carnivore","Nocturnal","22","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Strix",NA,475,364.617,8187.688,3.1,41,7852.875,2903.738
"1009","Strix nebulosa","Carnivore","Nocturnal","5","FALSE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Strix",NA,1078.5,455.484,9861.75,4,72.5,5777.159,3414.615
"1010","Strix uralensis","Carnivore","Nocturnal","10","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Strix",NA,783,364.617,8705.369,2.9,58,8699.038,4707.159
"1011","Sturnus unicolor",NA,"Other","5","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Sturnidae","Sturnus",NA,85,NA,3104.625,3.6,NA,3104.625,1531.308
"1012","Sturnus vulgaris",NA,"Other","18","TRUE","1","0","1","1","0","0","0","0","0","1","1","0","0","Aves","Passeriformes","Sturnidae","Sturnus",NA,77.675,410.0505,8370.313,5,NA,7557.631,1668.276
"1013","Stylodipus telum","Omnivore","Nocturnal","1","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Stylodipus",NA,57.495,NA,NA,3.3675,13,NA,726.1971375
"1014","Suncus etruscus","Carnivore","Nocturnal","16","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Suncus",NA,2.365,228.27,1076.75,3.9775,5.2,986.175,590.755
"1015","Surnia ulula","Carnivore","Nocturnal","6","FALSE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Surnia",NA,319.9,363.468,5904.875,7,38.5,3652.5,1590.923
"1016","Sus scrofa","Omnivore","Nocturnal","28","TRUE","1","1","1","1","1","0","0","1","0","0","1","0","0","Mammalia","Artiodactyla","Suidae","Sus",NA,96118.09,450.88,8395,5.04375,157.4995,7670.25,2656.07
